"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","296510","TC_BRBINFO_4_1.py","","2026-06-04","passed","2026-06-04","","Nightly CI Tests","Nightly CI Tests",""
"","152651","TC_CC_2_2.py","","2026-06-04","passed","2026-06-04","","Nightly CI Tests","Nightly CI Tests",""
"","304170","TC_SU_2_7.py","","2026-06-04","passed","2026-06-04","","Nightly CI Tests","Nightly CI Tests",""
"","304383","TC_SU_2_5.py","","2026-06-04","passed","2026-06-04","","Nightly CI Tests","Nightly CI Tests",""
